interaction_id,user_id,product_id,interaction,timestamp,session_id,device,rating_given
I0000930,U02898,P001465,click,2025-11-15T07:36:20.800219,162544d8,mobile,
I0000931,U01044,P008090,view,2025-06-13T01:48:20.800219,b0fc6f49,desktop,
I0000932,U03312,P006538,view,2025-07-14T16:05:20.800219,5c17c40e,tablet,
I0000933,U04603,P006296,view,2025-10-29T23:21:20.800219,764f13e2,tablet,
I0000934,U03627,P008702,view,2026-03-20T02:04:20.800219,00d3e4af,desktop,
I0000935,U04322,P002872,wishlist,2025-12-23T14:28:20.800219,c6d7dc4c,tablet,
I0000936,U00047,P000500,view,2025-12-23T07:06:20.800219,5ecbf2b5,mobile,
I0000937,U01741,P003802,view,2025-07-20T18:49:20.800219,436af88e,desktop,
I0000938,U03767,P009578,add_to_cart,2025-06-26T02:00:20.800219,6021e9e8,tablet,
I0000939,U00432,P000646,add_to_cart,2025-08-17T22:45:20.800219,eae4ea3d,tablet,
I0000940,U01718,P005461,wishlist,2026-03-17T20:50:20.800219,f19b11f4,mobile,
I0000941,U02673,P003196,click,2026-02-27T21:39:20.800219,8232dab2,tablet,
I0000942,U04077,P005192,click,2025-06-24T04:07:20.800219,18ef5e2c,desktop,
I0000943,U01979,P004720,view,2025-06-14T12:49:20.800219,93e60d67,desktop,
I0000944,U00211,P007884,click,2026-02-17T11:14:20.800219,5b342268,tablet,
I0000945,U00312,P010073,view,2026-03-22T03:12:20.800219,b4753fda,mobile,
I0000946,U05073,P007061,purchase,2025-08-10T12:39:20.800219,9f3d262c,desktop,2.9
I0000947,U02093,P006859,wishlist,2026-01-07T15:45:20.800219,c2dc8f50,tablet,
I0000948,U00243,P008654,view,2025-05-17T16:04:20.800219,99daf0a0,mobile,
I0000949,U02503,P006216,view,2025-11-30T00:51:20.800219,70c750be,desktop,
I0000950,U00108,P005558,view,2025-12-02T16:46:20.800219,0fc23fea,desktop,
I0000951,U04489,P007729,click,2025-05-25T18:43:20.800219,55f3ca30,mobile,
I0000952,U05193,P004250,view,2025-05-19T19:04:20.800219,d2acf204,mobile,
I0000953,U00829,P010476,view,2025-10-09T16:18:20.800219,3948a0ba,tablet,
I0000954,U01911,P000446,view,2025-09-19T18:45:20.800219,dc943bed,mobile,
I0000955,U04632,P010222,purchase,2025-07-21T08:52:20.800219,5141bc20,tablet,1.6
I0000956,U00814,P006779,wishlist,2025-12-18T15:19:20.800219,e15f9926,mobile,
I0000957,U02963,P002174,purchase,2026-04-26T08:29:20.800219,8758f62b,desktop,3.7
I0000958,U03900,P001444,view,2025-12-02T17:29:20.800219,b97d19e7,mobile,
I0000959,U02219,P001146,click,2025-08-12T09:38:20.800219,41500ca2,mobile,
I0000960,U01882,P008148,view,2025-05-25T22:51:20.800219,229e0f23,desktop,
I0000961,U03955,P010294,click,2025-11-24T02:32:20.800219,c8c0b0d6,mobile,
I0000962,U01331,P001518,click,2025-11-18T22:58:20.800219,4a45e0fe,tablet,
I0000963,U01907,P007028,wishlist,2025-06-30T22:39:20.800219,d82f599c,mobile,
I0000964,U04577,P004754,click,2026-03-10T07:56:20.800219,54c3f669,mobile,
I0000965,U03653,P002737,click,2026-01-03T16:36:20.800219,f283d16c,tablet,
I0000966,U00455,P010363,view,2026-04-02T02:48:20.800219,6108dc84,desktop,
I0000967,U01057,P009305,click,2025-10-31T14:28:20.800219,9601f913,desktop,
I0000968,U00046,P002570,purchase,2025-10-17T20:20:20.800219,60fb4941,desktop,4.9
I0000969,U03087,P005003,view,2026-04-06T19:27:20.800219,9b11b8bd,mobile,
I0000970,U01187,P001845,view,2026-03-11T23:37:20.800219,401c52b6,mobile,
I0000971,U04981,P008725,click,2025-11-13T03:24:20.800219,cf42d8ba,tablet,
I0000972,U03988,P009605,view,2025-08-01T10:47:20.800219,def49886,desktop,
I0000973,U00300,P001221,view,2025-08-30T13:06:20.800219,55ba53a2,mobile,
I0000974,U05074,P005262,purchase,2026-01-20T20:28:20.800219,4e42ed79,desktop,3.8
I0000975,U03197,P007195,view,2026-02-16T11:28:20.800219,f66e76d4,tablet,
I0000976,U03965,P009203,add_to_cart,2025-12-12T05:37:20.800219,c70ea6e8,tablet,
I0000977,U04368,P000170,add_to_cart,2025-07-19T02:26:20.800219,5ad2e1eb,tablet,
I0000978,U04125,P003065,view,2025-10-19T17:38:20.800219,8fd8ccff,mobile,
I0000979,U01666,P002305,click,2026-01-04T20:02:20.800219,c245173d,desktop,
I0000980,U03788,P004405,view,2025-06-27T22:49:20.800219,b5b9b848,desktop,
I0000981,U04524,P001749,add_to_cart,2026-01-01T04:36:20.800219,7b339e9d,mobile,
I0000982,U04200,P010393,add_to_cart,2025-11-26T13:25:20.800219,e4e17590,desktop,
I0000983,U02616,P003006,view,2026-04-29T21:00:20.800219,5b9e091e,mobile,
I0000984,U02239,P002208,view,2026-03-29T14:53:20.800219,4ab350bf,mobile,
I0000985,U01028,P005714,click,2026-01-28T09:48:20.800219,c00adac0,desktop,
I0000986,U03643,P007306,add_to_cart,2026-04-21T21:51:20.800219,901a8606,mobile,
I0000987,U03300,P002973,view,2025-09-14T01:47:20.800219,80482efe,tablet,
I0000988,U03662,P007054,view,2026-01-24T08:18:20.800219,544c5d92,desktop,
I0000989,U04258,P002161,view,2026-04-20T05:33:20.800219,ff5600cf,tablet,
I0000990,U00498,P002789,view,2026-03-25T03:02:20.800219,6a8ce7af,desktop,
I0000991,U02530,P008699,wishlist,2026-03-08T07:06:20.800219,32b038ae,desktop,
I0000992,U02788,P002228,view,2025-08-23T17:38:20.800219,2ffdaf54,desktop,
I0000993,U02570,P007686,view,2026-03-06T22:32:20.800219,a05fc416,desktop,
I0000994,U03636,P004051,view,2026-04-14T03:18:20.800219,fa64ec8a,mobile,
I0000995,U05024,P002305,add_to_cart,2025-06-18T09:25:20.800219,5d986c8f,mobile,
I0000996,U04676,P008419,view,2025-07-02T04:18:20.800219,f986a117,mobile,
I0000997,U05144,P003444,view,2025-07-10T01:00:20.800219,e12e06bf,tablet,
I0000998,U03037,P000759,purchase,2025-07-10T18:59:20.800219,fd7c3c31,tablet,1.1
I0000999,U02450,P006786,click,2026-01-29T00:42:20.800219,d52c4f3c,desktop,
I0001000,U03995,P007987,wishlist,2025-09-02T10:28:20.800219,c3bd1517,mobile,
I0001001,U03904,P008451,view,2026-04-29T03:11:20.800219,628186da,mobile,
I0001002,U03179,P001890,add_to_cart,2025-07-21T10:00:20.800219,67049985,desktop,
I0001003,U04398,P003862,purchase,2026-03-09T20:04:20.800219,28a09fcc,tablet,4.2
I0001004,U03055,P006879,purchase,2026-02-02T21:41:20.800219,f43bf9f2,mobile,3.3
I0001005,U03000,P002055,wishlist,2025-05-25T17:04:20.800219,b075ee5f,desktop,
I0001006,U01102,P003297,purchase,2026-01-05T06:12:20.800219,4f02ae5f,mobile,1.4
I0001007,U03315,P001600,click,2026-02-22T23:20:20.800219,ab5556a6,tablet,
I0001008,U00725,P008291,click,2025-10-28T15:45:20.800219,2f897e48,desktop,
I0001009,U04578,P004849,purchase,2026-04-24T12:27:20.800219,2713ac46,tablet,2.3
I0001010,U01501,P004407,click,2025-09-02T12:24:20.800219,368d4965,desktop,
I0001011,U04662,P000531,wishlist,2026-02-27T05:26:20.800219,4f561f23,desktop,
I0001012,U04048,P006714,click,2026-04-09T03:10:20.800219,f3a0b65e,tablet,
I0001013,U02800,P000179,click,2026-01-01T17:10:20.800219,870b92bd,desktop,
I0001014,U05154,P000138,view,2025-07-20T16:28:20.800219,01022d73,tablet,
I0001015,U01366,P006379,view,2025-08-10T17:47:20.800219,ebb57738,mobile,
I0001016,U01436,P001953,add_to_cart,2025-08-29T00:30:20.800219,56e762f7,desktop,
I0001017,U02035,P000524,view,2025-12-18T06:07:20.800219,54c4acd7,mobile,
I0001018,U02477,P001511,click,2026-01-31T12:38:20.800219,cb4bdb82,desktop,
I0001019,U04743,P006841,add_to_cart,2025-06-03T05:15:20.800219,7fe4a349,tablet,
I0001020,U00392,P002609,view,2025-09-25T09:25:20.800219,37143757,mobile,
I0001021,U02901,P000801,click,2025-06-17T17:09:20.800219,0d1551d6,desktop,
I0001022,U01839,P009956,view,2025-09-11T18:19:20.800219,4cd333bc,tablet,
I0001023,U00316,P002624,view,2025-06-16T12:27:20.800219,e184b00e,tablet,
I0001024,U01953,P006267,add_to_cart,2025-08-14T13:58:20.800219,c8a4c15f,tablet,
I0001025,U00826,P006650,wishlist,2026-05-10T10:42:20.800219,10fc969f,mobile,
I0001026,U02677,P005038,view,2026-04-23T09:51:20.800219,96279f58,desktop,
I0001027,U03145,P002951,add_to_cart,2026-04-08T09:48:20.800219,91a5c113,mobile,
I0001028,U00991,P006355,click,2025-11-15T17:16:20.800219,a1f8c0de,mobile,
I0001029,U03412,P007064,click,2026-04-01T14:37:20.800219,47871507,mobile,
I0001030,U01660,P009244,click,2025-09-29T08:22:20.800219,12b68109,desktop,
I0001031,U04615,P008128,view,2025-12-06T06:53:20.800219,5379f789,desktop,
I0001032,U00453,P007022,wishlist,2026-04-06T19:25:20.800219,ea70fe59,desktop,
I0001033,U03179,P003966,add_to_cart,2025-10-17T04:59:20.800219,75a463d6,mobile,
I0001034,U01754,P007537,view,2026-01-14T05:46:20.800219,2de51217,tablet,
I0001035,U03606,P006006,view,2025-09-25T07:57:20.800219,f69ab112,desktop,
I0001036,U02102,P010178,add_to_cart,2026-02-10T18:01:20.800219,18f03a27,tablet,
I0001037,U04493,P001121,view,2026-01-04T06:54:20.800219,9245ddfb,tablet,
I0001038,U05017,P006145,view,2025-11-09T13:06:20.800219,55d76dd5,mobile,
I0001039,U03052,P000367,click,2025-10-01T10:34:20.800219,5b7a184e,desktop,
I0001040,U04297,P003986,view,2025-05-19T20:49:20.800219,bfbf1895,tablet,
I0001041,U05188,P008394,wishlist,2025-12-13T02:00:20.800219,efac57b2,mobile,
I0001042,U00466,P007896,add_to_cart,2025-12-30T14:16:20.800219,966e563f,mobile,
I0001043,U04914,P002198,view,2025-10-15T02:40:20.800219,240a4aa5,desktop,
I0001044,U03014,P002121,add_to_cart,2025-05-26T20:55:20.800219,05548fe5,mobile,
I0001045,U00464,P009978,add_to_cart,2026-04-05T10:44:20.800219,2e674caf,tablet,
I0001046,U02714,P009246,click,2026-01-09T04:46:20.800219,5a204e89,mobile,
I0001047,U04624,P003986,click,2025-11-27T10:15:20.800219,67af6db8,desktop,
I0001048,U00843,P000770,view,2026-03-16T06:58:20.800219,b538e057,desktop,
I0001049,U02174,P007199,click,2026-01-07T06:14:20.800219,14430fef,mobile,
I0001050,U01205,P005730,click,2026-03-19T14:40:20.800219,cc29e76a,desktop,
I0001051,U03691,P002834,click,2025-09-08T21:46:20.800219,8df06a21,desktop,
I0001052,U04103,P004877,view,2025-07-09T03:12:20.800219,b1e80ae3,mobile,
I0001053,U04162,P008583,click,2025-11-08T17:55:20.800219,0f3b5e74,desktop,
I0001054,U00605,P006248,wishlist,2025-12-17T23:54:20.800219,0fcfd169,desktop,
I0001055,U02078,P009111,wishlist,2026-03-16T21:25:20.800219,971e4055,desktop,
I0001056,U02531,P002770,view,2026-05-03T23:17:20.800219,1b395d8b,mobile,
I0001057,U02538,P002668,view,2026-04-30T12:19:20.800219,a487c4b8,mobile,
I0001058,U03992,P009552,click,2025-05-12T00:54:20.800219,0642006a,desktop,
I0001059,U04526,P000826,view,2026-05-02T10:58:20.800219,4d713d66,mobile,
I0001060,U03646,P001578,click,2026-02-06T12:41:20.800219,312888e0,mobile,
I0001061,U01660,P007654,wishlist,2025-09-22T03:35:20.800219,b3fd20c1,mobile,
I0001062,U00909,P009894,view,2025-07-23T07:51:20.800219,73769d4a,mobile,
I0001063,U05100,P003157,view,2025-09-14T13:13:20.800219,ac9eff08,mobile,
I0001064,U00776,P003691,wishlist,2025-12-14T01:15:20.800219,67136d09,mobile,
I0001065,U05181,P005949,add_to_cart,2025-05-22T18:44:20.800219,b546d457,tablet,
I0001066,U01225,P005075,view,2026-01-05T01:49:20.800219,55f604f4,desktop,
I0001067,U04644,P000648,click,2025-07-28T03:48:20.800219,07e4c29e,mobile,
I0001068,U00295,P007469,view,2025-11-30T12:04:20.800219,fb7bbdd0,desktop,
I0001069,U02890,P007506,add_to_cart,2026-04-19T18:22:20.800219,f0f4ee47,desktop,
I0001070,U04453,P004258,add_to_cart,2026-04-30T06:08:20.800219,ce5db029,tablet,
I0001071,U04979,P004172,add_to_cart,2025-05-11T17:35:20.800219,106cb091,mobile,
I0001072,U00860,P007974,purchase,2025-08-27T15:35:20.800219,284c1103,mobile,1.6
I0001073,U00522,P003527,click,2025-06-30T15:16:20.800219,d79bbbb6,mobile,
I0001074,U04330,P001674,view,2026-02-05T04:39:20.800219,03031cac,mobile,
I0001075,U00817,P007177,wishlist,2026-04-02T04:18:20.800219,45c2160c,desktop,
I0001076,U01427,P004059,view,2025-09-26T15:06:20.800219,bff3e460,desktop,
I0001077,U02028,P002914,click,2025-05-23T23:04:20.800219,fcda23a6,mobile,
I0001078,U03877,P002960,view,2025-10-15T16:02:20.800219,e062690c,desktop,
I0001079,U00351,P007658,view,2026-03-30T20:08:20.800219,57c7d5a0,tablet,
I0001080,U02809,P005584,add_to_cart,2026-05-01T01:19:20.800219,ebb240de,mobile,
I0001081,U04631,P002734,click,2025-08-02T00:37:20.800219,7dcdb53a,tablet,
I0001082,U00561,P006918,add_to_cart,2025-07-16T17:45:20.800219,7a0fa6a6,tablet,
I0001083,U00383,P004624,view,2026-03-31T03:53:20.800219,8a688cc8,desktop,
I0001084,U03254,P008775,add_to_cart,2025-09-17T14:40:20.800219,57b22c39,desktop,
I0001085,U03361,P003295,view,2025-08-07T11:14:20.800219,741438d4,mobile,
I0001086,U02730,P000736,view,2025-05-13T02:34:20.800219,9c7f7b13,desktop,
I0001087,U04545,P006019,view,2025-10-27T06:19:20.800219,b860e043,tablet,
I0001088,U01305,P003447,add_to_cart,2025-06-10T15:58:20.800219,030ce3cd,mobile,
I0001089,U04255,P002990,add_to_cart,2026-02-11T12:54:20.800219,e19c90f0,desktop,
I0001090,U04766,P007754,view,2026-04-24T17:00:20.800219,180e8e41,tablet,
I0001091,U04076,P007579,add_to_cart,2025-07-21T03:38:20.800219,5394aaf3,tablet,
I0001092,U04044,P004089,view,2026-01-22T22:07:20.800219,8efa2f4f,desktop,
I0001093,U04088,P005395,wishlist,2025-10-17T21:57:20.800219,55bd78f5,mobile,
I0001094,U05188,P006616,view,2025-11-01T15:05:20.800219,fab81e44,desktop,
I0001095,U03828,P007062,click,2025-09-16T06:59:20.800219,3fbba2e7,tablet,
I0001096,U00128,P006114,add_to_cart,2026-03-19T07:20:20.800219,c0262f6d,desktop,
I0001097,U00262,P005336,add_to_cart,2025-11-06T11:32:20.800219,03709356,mobile,
I0001098,U02155,P007506,click,2026-01-08T09:51:20.800219,054b813f,desktop,
I0001099,U01023,P001520,wishlist,2026-03-08T11:26:20.800219,79ed426d,tablet,
I0001100,U00596,P009842,view,2025-09-08T16:15:20.800219,aca8a8bd,desktop,
I0001101,U04012,P005057,view,2025-09-22T07:29:20.800219,7eb79a31,tablet,
I0001102,U00883,P007871,add_to_cart,2025-12-12T04:34:20.800219,1cf6aaab,mobile,
I0001103,U04361,P001426,wishlist,2025-05-11T09:04:20.800219,b55c4d6f,tablet,
I0001104,U00388,P001839,add_to_cart,2025-09-29T19:20:20.800219,4db799ca,desktop,
I0001105,U02972,P004728,view,2025-12-20T23:09:20.800219,7696e33c,tablet,
I0001106,U04062,P001611,view,2025-06-18T08:46:20.800219,e5e50511,mobile,
I0001107,U04360,P006845,click,2025-11-24T17:26:20.800219,305caba3,tablet,
I0001108,U04024,P001229,view,2025-06-29T23:25:20.800219,a56192c2,tablet,
I0001109,U02767,P000740,add_to_cart,2026-05-05T20:44:20.800219,8fe213c3,desktop,
I0001110,U03691,P007369,view,2026-04-16T06:53:20.800219,4461bad7,mobile,
I0001111,U04728,P005794,view,2026-01-05T04:27:20.800219,c13d89d4,tablet,
I0001112,U03786,P009484,wishlist,2026-03-24T04:53:20.800219,df826ffe,mobile,
I0001113,U02448,P007225,wishlist,2025-10-17T14:25:20.800219,962727d5,tablet,
I0001114,U03018,P008494,add_to_cart,2026-05-04T10:37:20.800219,26279ae1,mobile,
I0001115,U04952,P005890,view,2026-03-07T10:04:20.800219,af29f1c1,desktop,
I0001116,U02335,P002210,view,2025-06-25T10:47:20.800219,9a2ecf07,mobile,
I0001117,U01918,P006506,view,2026-03-01T21:07:20.800219,71148ae4,desktop,
I0001118,U01406,P002639,click,2025-11-28T10:10:20.800219,a36b2f7a,mobile,
I0001119,U02165,P002382,click,2025-07-17T00:39:20.800219,e1b80773,tablet,
I0001120,U05067,P009726,add_to_cart,2026-01-30T14:24:20.800219,915ed575,tablet,
I0001121,U04805,P006891,click,2025-07-08T00:58:20.800219,52bec086,desktop,
I0001122,U04314,P005052,view,2025-05-12T11:42:20.800219,ca817f20,desktop,
I0001123,U02124,P009387,view,2025-10-27T15:31:20.800219,ad2a4bb9,mobile,
I0001124,U02695,P000949,add_to_cart,2025-12-07T03:27:20.800219,c90cb72b,tablet,
I0001125,U02498,P001782,view,2025-09-02T09:18:20.800219,6de808dd,tablet,
I0001126,U02321,P000281,view,2025-06-14T17:06:20.800219,95747cd7,desktop,
I0001127,U02541,P001757,view,2026-04-09T18:18:20.800219,227ea835,desktop,
I0001128,U03473,P006791,wishlist,2026-01-15T01:28:20.800219,7427ce30,desktop,
I0001129,U04683,P003837,wishlist,2026-03-21T10:44:20.800219,e0e9dd41,mobile,
I0001130,U03796,P002166,view,2025-06-03T21:01:20.800219,6bc81a3b,tablet,
I0001131,U02844,P001520,click,2025-11-26T20:52:20.800219,09fa2a15,tablet,
I0001132,U02764,P004338,click,2026-03-06T12:52:20.800219,250c6864,desktop,
I0001133,U01993,P007951,click,2025-10-11T12:14:20.800219,9c3de32a,mobile,
I0001134,U02650,P006490,purchase,2025-10-25T14:47:20.800219,833fb034,mobile,2.1
I0001135,U02643,P003045,view,2025-06-26T09:40:20.800219,3d1f9b53,mobile,
I0001136,U03977,P007456,click,2025-12-07T19:34:20.800219,9d61cefc,desktop,
I0001137,U04029,P001818,view,2026-03-11T06:15:20.800219,1fe4a800,tablet,
I0001138,U00311,P004847,click,2025-06-08T16:51:20.800219,815358c5,desktop,
I0001139,U01243,P001816,wishlist,2025-07-12T21:10:20.800219,c010e46f,desktop,
I0001140,U02148,P007956,click,2026-03-09T08:22:20.800219,85166fd7,tablet,
I0001141,U03394,P007041,wishlist,2025-10-14T10:52:20.800219,18fbdb50,desktop,
I0001142,U03488,P001373,view,2025-10-21T12:26:20.800219,2114a213,desktop,
I0001143,U02344,P005622,add_to_cart,2025-10-30T06:32:20.800219,07c3d6b7,mobile,
I0001144,U00034,P000384,purchase,2025-06-14T03:42:20.800219,2a11039e,desktop,3.2
I0001145,U03019,P004707,view,2025-10-19T06:34:20.800219,7c710b9d,mobile,
I0001146,U00332,P002977,view,2026-01-09T10:43:20.800219,357d9fc9,desktop,
I0001147,U03310,P008282,purchase,2026-03-24T11:28:20.800219,c561273a,tablet,2.5
I0001148,U04901,P004276,purchase,2025-11-09T07:24:20.800219,14064a25,tablet,1.6
I0001149,U04735,P008612,click,2025-11-08T19:55:20.800219,8a057980,mobile,
I0001150,U02123,P006977,click,2026-03-08T19:09:20.800219,fa3c56a6,tablet,
I0001151,U04404,P005786,view,2025-10-20T23:17:20.800219,e851a418,tablet,
I0001152,U01194,P007205,view,2026-01-20T18:15:20.800219,8557d23d,mobile,
I0001153,U00793,P008543,add_to_cart,2025-09-14T20:40:20.800219,97c84114,desktop,
I0001154,U04236,P002431,view,2026-01-21T13:06:20.800219,49c0f7e4,tablet,
I0001155,U04369,P004984,click,2025-09-02T07:10:20.800219,4a9371f3,mobile,
I0001156,U03339,P002929,click,2025-12-28T22:35:20.800219,a82ed5d9,tablet,
I0001157,U01966,P003029,view,2025-10-18T22:49:20.800219,2f82f6e0,desktop,
I0001158,U01280,P000034,view,2025-06-17T16:34:20.800219,4ccde43a,tablet,
I0001159,U01935,P008285,purchase,2025-06-15T18:43:20.800219,757c2b34,desktop,2.8
I0001160,U00657,P004434,click,2025-09-08T11:48:20.800219,308c3c0b,mobile,
I0001161,U00557,P001473,click,2025-09-12T01:41:20.800219,1ec9011f,tablet,
I0001162,U01179,P001456,click,2025-09-15T09:27:20.800219,7665ab5c,desktop,
I0001163,U03578,P009822,view,2025-06-08T22:27:20.800219,fed133ae,tablet,
I0001164,U01641,P007978,view,2026-01-21T20:59:20.800219,47666bf8,desktop,
I0001165,U01338,P003860,view,2025-07-17T00:34:20.800219,711bd28f,desktop,
I0001166,U04607,P003611,view,2025-12-17T11:43:20.800219,d85aff49,tablet,
I0001167,U00448,P003837,click,2025-10-28T15:05:20.800219,1971b8e7,desktop,
I0001168,U03057,P003068,add_to_cart,2026-05-05T23:23:20.800219,ebfaff41,desktop,
I0001169,U05172,P009672,click,2026-03-25T14:02:20.800219,c47cac65,tablet,
I0001170,U05078,P001955,view,2025-12-19T12:34:20.800219,04bb7dfe,tablet,
I0001171,U01874,P008967,click,2025-05-12T03:33:20.800219,101346ee,desktop,
I0001172,U04336,P004709,view,2026-01-25T21:35:20.800219,97192aad,mobile,
I0001173,U03557,P004657,view,2026-01-28T17:34:20.800219,57db3b36,tablet,
I0001174,U00804,P009923,wishlist,2026-04-15T02:07:20.800219,bbbd67cf,tablet,
I0001175,U02659,P000854,click,2026-02-19T18:43:20.800219,7c08d863,mobile,
I0001176,U03354,P002277,click,2026-01-03T09:53:20.800219,efe5642d,tablet,
I0001177,U01292,P009203,click,2025-07-24T11:13:20.800219,5cd9bf35,mobile,
I0001178,U03831,P003430,view,2025-08-25T06:42:20.800219,9ff66193,desktop,
I0001179,U02383,P008375,click,2025-09-06T13:32:20.800219,ce3b42f1,desktop,
I0001180,U03168,P004847,view,2025-10-21T20:37:20.800219,36634ff0,mobile,
I0001181,U01074,P003431,purchase,2025-11-14T18:08:20.800219,3aa3659f,desktop,3.1
I0001182,U02348,P005386,click,2025-09-18T04:11:20.800219,fa5c1767,mobile,
I0001183,U02107,P005398,add_to_cart,2025-10-11T14:26:20.800219,e8d3e613,desktop,
I0001184,U01360,P003478,view,2025-06-26T23:28:20.800219,540ca073,desktop,
I0001185,U03945,P006041,add_to_cart,2025-07-12T07:44:20.800219,ede46d41,mobile,
I0001186,U04108,P007383,wishlist,2026-03-28T00:37:20.800219,dedc5a8a,desktop,
I0001187,U03259,P003806,view,2025-11-19T05:23:20.800219,ed5c22ec,mobile,
I0001188,U04859,P010072,click,2025-12-12T08:58:20.800219,1b52c912,tablet,
I0001189,U04840,P006451,add_to_cart,2025-06-03T19:59:20.800219,0c0c83ea,tablet,
I0001190,U04046,P005667,view,2025-05-15T06:28:20.800219,2ff833c0,tablet,
I0001191,U04188,P007874,add_to_cart,2025-09-10T11:45:20.800219,2e1eadf1,mobile,
I0001192,U01096,P005737,click,2025-05-31T15:55:20.800219,3aa8c7ca,desktop,
I0001193,U02089,P001156,view,2026-04-23T23:04:20.800219,edb3345b,mobile,
I0001194,U05098,P003476,view,2025-09-30T08:51:20.800219,74be8552,tablet,
I0001195,U02081,P010032,add_to_cart,2025-11-29T05:11:20.800219,2b8c8d6c,tablet,
I0001196,U04058,P006826,click,2025-07-15T12:51:20.800219,326a81db,tablet,
I0001197,U03773,P001688,purchase,2026-01-19T00:50:20.800219,ff532bcb,tablet,1.8
I0001198,U02848,P003854,view,2025-08-13T04:23:20.800219,e465018a,desktop,
I0001199,U01723,P005125,wishlist,2026-03-15T03:15:20.800219,1ddd6540,desktop,
I0001200,U00036,P009320,view,2026-03-02T16:38:20.800219,e25ccd68,tablet,
I0001201,U04490,P009303,view,2025-06-26T17:40:20.800219,aa5b11cb,tablet,
I0001202,U04994,P000403,wishlist,2025-07-15T12:12:20.800219,c31822c1,mobile,
I0001203,U01034,P009084,click,2026-02-01T15:31:20.800219,0ce70aeb,tablet,
I0001204,U00016,P005944,add_to_cart,2026-03-21T16:00:20.800219,332ad1a7,desktop,
I0001205,U02915,P008221,wishlist,2025-06-21T07:54:20.800219,d128dcb0,mobile,
I0001206,U02948,P005735,purchase,2025-09-02T14:14:20.800219,a4b50fe2,tablet,4.4
I0001207,U05053,P010453,view,2025-09-15T02:03:20.800219,9594056d,mobile,
I0001208,U02858,P008918,click,2025-08-19T13:28:20.800219,471630ab,mobile,
I0001209,U04293,P003986,click,2025-10-06T14:41:20.800219,8d55713f,tablet,
I0001210,U04035,P000536,click,2026-04-26T15:23:20.800219,ab43f556,tablet,
I0001211,U02046,P009151,view,2026-03-07T10:26:20.800219,0c50b2cf,tablet,
I0001212,U02303,P004424,purchase,2026-01-18T00:55:20.800219,82134387,tablet,4.6
I0001213,U02348,P004446,view,2025-11-07T22:05:20.800219,6c37e481,mobile,
I0001214,U03974,P004575,click,2025-05-22T03:20:20.800219,c95b6498,desktop,
I0001215,U04982,P006530,add_to_cart,2025-08-08T10:17:20.800219,d92d7487,mobile,
I0001216,U01385,P004678,add_to_cart,2025-08-11T20:06:20.800219,27f47c98,desktop,
I0001217,U01147,P005538,view,2026-04-13T07:41:20.800219,e0886f51,mobile,
I0001218,U03415,P006814,add_to_cart,2025-07-01T19:19:20.800219,8b22f7dd,desktop,
I0001219,U03416,P005774,view,2026-03-11T19:04:20.800219,a6ed17b2,tablet,
I0001220,U04698,P001719,view,2025-10-24T10:50:20.800219,66d0cf29,tablet,
I0001221,U02217,P002886,add_to_cart,2026-04-15T17:32:20.800219,87213151,tablet,
I0001222,U02875,P000198,add_to_cart,2025-07-31T14:11:20.800219,e6497f81,mobile,
I0001223,U02372,P002721,view,2025-11-04T16:36:20.800219,47c3e7a6,tablet,
I0001224,U02101,P005469,view,2026-03-07T21:17:20.800219,3124f3b3,desktop,
I0001225,U01867,P009292,view,2025-11-23T17:32:20.800219,f3e1ad63,desktop,
I0001226,U01754,P004609,wishlist,2025-06-01T02:12:20.800219,056a4463,desktop,
I0001227,U04205,P006379,view,2025-09-11T09:24:20.800219,014bab93,tablet,
I0001228,U04732,P004348,add_to_cart,2025-05-27T02:28:20.800219,917707bf,tablet,
I0001229,U04587,P010246,wishlist,2025-11-29T06:29:20.800219,8a6ca41a,mobile,
I0001230,U03969,P003502,purchase,2025-06-13T07:36:20.800219,6ba1b500,desktop,3.6
I0001231,U03239,P000044,view,2025-06-03T00:17:20.800219,2d6d0ace,mobile,
I0001232,U04011,P008613,view,2025-12-04T04:28:20.800219,5a308803,tablet,
I0001233,U02348,P000592,view,2025-07-15T00:24:20.800219,2e2a3439,desktop,
I0001234,U03715,P004422,add_to_cart,2025-12-21T10:56:20.800219,478d36e4,desktop,
I0001235,U03494,P006460,view,2025-07-06T01:24:20.800219,ce6af4fa,desktop,
I0001236,U04176,P005211,wishlist,2025-07-26T22:56:20.800219,a08a468a,desktop,
I0001237,U00188,P008524,view,2025-09-29T21:00:20.800219,a140f1c7,tablet,
I0001238,U01334,P010330,add_to_cart,2026-03-31T01:25:20.800219,57757a62,tablet,
I0001239,U01864,P000619,view,2026-04-27T03:47:20.800219,fdb99de0,tablet,
I0001240,U00979,P001701,add_to_cart,2025-10-21T12:20:20.800219,b3a70a3a,desktop,
I0001241,U02119,P001861,click,2025-09-29T11:04:20.800219,161ef724,mobile,
I0001242,U04930,P000974,wishlist,2025-09-05T02:21:20.800219,579cbf6a,desktop,
I0001243,U03354,P003513,wishlist,2025-11-10T09:03:20.800219,6db1aaef,mobile,
I0001244,U00548,P009939,view,2025-09-27T18:55:20.800219,4d179880,desktop,
I0001245,U00127,P004808,view,2025-06-08T13:23:20.800219,54a7be09,desktop,
I0001246,U00930,P009538,click,2026-02-13T22:09:20.800219,2d477b09,desktop,
